respondent_id,Stokke_Xplory_Stroller_only,Stokke_Xplory_with_Carry_Cot,Babyzen_Yoyo2_Stroller_only,Babyzen_Yoyo2_with_Carry_Cot,Cybex_Priam,Mima_Xari,Joolz_Day,Bugaboo_Fox_3,Uppababy_Vista_V2,Joolz_Aer,Bugaboo_Butterfly,Nuna_TRVL,Cybex_Eezy_S_2,Easywalker_Jackey,p1_1,p1_2,p1_3,p1_4,p1_5,p2_1,p2_2,p2_3,p2_4,p2_5,p3_1,p3_2,p3_3,p3_4,p3_5,p4_1,p4_2,p4_3,p4_4,p4_5,p5_1,p5_2,p5_3,p5_4,p5_5,p6_1,p6_2,p6_3,p6_4,p6_5,p7_1,p7_2,p7_3,p7_4,p7_5,p8_1,p8_2,p8_3,p8_4,p8_5,p9_1,p9_2,p9_3,p9_4,p9_5,p10_1,p10_2,p10_3,p10_4,p10_5,p11_1,p11_2,p11_3,p11_4,p11_5,p12_1,p12_2,p12_3,p12_4,p12_5,p13_1,p13_2,p13_3,p13_4,p13_5,p14_1,p14_2,p14_3,p14_4,p14_5,NONE,filter_weight,Age,Pregnant,Gender,CustomerSegment,Income,Children
5250,2.855685581,3.618575661,-1.92300865,0.178500303,1.401233858,-0.753296413,-0.106604303,0.451582129,-0.388383312,-1.312773078,-0.652914245,-1.52582571,0.039573513,-1.882345333,0.164563244,0.104142808,0.092888357,-0.149246293,-0.212348117,0.17010191,0.156379521,0.145197439,0.039233979,-0.510912849,0.194470944,0.053656242,0.028542755,0.024753006,-0.301422947,0.744680748,0.300628662,0.042152983,-0.539759151,-0.547703243,0.229493027,0.103726544,0.100045868,0.046910569,-0.480176007,0.184955612,0.056303799,-0.006419038,-0.045788154,-0.189052219,0.065904755,0.061687004,-0.016618634,-0.037141758,-0.073831366,0.182340035,0.124777961,-0.012626722,-0.130741267,-0.163750007,0.205022771,0.102198181,0.091122668,-0.119480851,-0.278862769,0.263631764,-0.006217942,-0.065845895,-0.092785806,-0.098782122,0.183381773,0.13989107,0.133046744,-0.153221639,-0.303097948,0.574761295,0.139238926,-0.107051535,-0.253137766,-0.35381092,0.246964136,0.139727042,0.060945967,0.00346548,-0.451102624,0.212868171,0.164840396,0.103471126,0.076102342,-0.557282034,1.52956271,1,1,1,2,2,4,1
5269,-1.092095524,2.16106275,-1.020806547,-0.183631284,0.616049924,-2.680199908,-1.601118302,-1.111850458,-1.236338136,0.045592625,1.731159798,0.119938191,3.254455029,0.997781844,0.317153673,0.183228069,0.12339142,-0.179980915,-0.443792246,0.505154993,0.378231146,0.35836238,0.265450892,-1.50719941,0.275684822,0.152859371,0.046899224,-0.026427467,-0.44901595,0.787394979,0.512418394,-0.023466201,-0.622326587,-0.654020585,0.272395372,0.185025467,0.143184854,-0.059003582,-0.541602111,0.74833493,0.308084206,-0.036958092,-0.355557708,-0.663903336,0.213405963,0.088447379,-0.060640796,-0.088696304,-0.152516241,0.291265629,0.127103155,-0.022563503,-0.153004907,-0.242800375,1.036236284,0.205731899,-0.014741655,-0.481304611,-0.745921917,0.433118069,-0.011717449,-0.043306225,-0.118007526,-0.260086869,0.418437436,0.33088168,0.261107132,-0.056731699,-0.953694549,0.465765358,0.117980258,0.053427337,-0.255843079,-0.381329874,0.467661147,0.225577297,0.185089978,-0.014625928,-0.863702495,0.400235544,0.379535322,0.096919919,0.061805277,-0.938496061,1.305768782,1,2,2,1,4,4,1
5272,-0.399395322,-0.141362918,-1.280465377,-1.83716026,1.1382412,-1.436950443,2.015223094,2.257141902,0.073375271,-0.524431758,0.918405241,-0.456430583,1.134451225,-1.460641273,0.124071744,0.088162167,0.068883832,-0.020844096,-0.260273647,0.233774664,0.199593678,0.179476439,0.133030946,-0.745875726,0.074429466,0.013056617,0.000827151,0.000118804,-0.088432038,0.492479223,0.240772152,-0.052544839,-0.318773855,-0.361932682,0.222755721,0.113718998,0.093403067,0.014805897,-0.444683682,0.159247043,0.048893313,0.030242616,-0.031107421,-0.207275551,0.207186655,0.122940331,-0.017063313,-0.070964018,-0.242099654,0.107386805,0.038182079,-0.023599776,-0.050910935,-0.071058172,0.747914745,0.161999747,0.057360759,-0.266075234,-0.701200017,0.111338583,0.024163406,0.009345891,-0.035548457,-0.109299423,0.4821596,0.419748383,0.393758874,-0.477734596,-0.817932262,0.313673443,0.060673231,-0.013110382,-0.154332977,-0.206903315,0.746308364,0.208214681,0.154520131,-0.01444465,-1.094598527,0.301093073,0.23840507,0.041436006,0.026463631,-0.60739778,0.330547201,1,3,2,1,3,8,1
5284,-1.151494474,0.298451002,-1.145043134,0.012385211,4.032357298,-2.265323257,-1.404026112,0.398699086,-0.087058154,0.294668808,1.38129236,-0.657990346,1.192500258,-0.899418546,0.381869342,0.189186608,0.144282281,-0.127176757,-0.588161475,0.318903529,0.240304368,0.2083972,0.164767279,-0.932372375,0.126906985,0.055466967,0.044980799,0.028032016,-0.255386768,0.862372626,0.487881185,-0.042062898,-0.638941789,-0.669249124,0.728697797,0.429540703,0.275330935,-0.405439251,-1.028130183,0.506630236,0.229855258,0.045013331,-0.141431667,-0.640067157,0.267940274,0.172563803,-0.064063317,-0.132215288,-0.244225471,0.372931608,0.103955199,-0.083035925,-0.173851839,-0.219999043,0.795300919,0.18144695,-0.061558316,-0.398997723,-0.51619183,0.488715088,-0.023900667,-0.080103579,-0.135293852,-0.24941699,0.653336362,0.560750433,0.510367822,-0.592923953,-1.131530664,0.379554819,0.181491298,0.10128677,-0.284081764,-0.378251123,0.43592088,0.170193339,0.157919292,0.031346543,-0.795380055,0.329944928,0.256217391,0.087929244,0.058831443,-0.732923005,3.944474251,1,2,2,1,3,7,1
5286,2.62047178,4.41491472,-2.606542174,-0.696554752,2.561416991,0.433509458,2.191266241,1.903894626,2.634513747,-2.472117843,-2.264052552,-2.962162688,-2.374711029,-3.383846524,0.117499761,0.000674073,-0.027245487,-0.044555,-0.046373346,0.079437086,0.067735925,0.039646991,-0.046994457,-0.139825545,0.168591259,0.063257707,0.013254103,0.012857459,-0.257960529,0.388557363,0.060086555,-0.071607509,-0.175786933,-0.201249477,0.090233456,0.003328294,0.002184389,-0.000594678,-0.09515146,0.041348238,0.000252204,-0.004291106,-0.007205083,-0.030104253,0.095587854,0.059283116,-0.013318527,-0.05557319,-0.085979253,0.072869666,0.066183899,0.057518175,0.02615015,-0.22272189,0.070584865,0.038230829,0.03810315,-0.044271681,-0.102647163,0.025478153,0.015039922,0.001593506,-0.017827482,-0.024284098,0.086632917,0.018081021,0.007439381,-0.051077547,-0.061075772,0.406839002,0.137756522,0.082783626,-0.00826218,-0.61911697,0.124163554,0.096055,0.05238648,-0.008866365,-0.263738668,0.163980354,0.046066687,-0.040566859,-0.047660524,-0.121819659,-6.573317145,1,2,2,1,3,5,1
5306,-1.258183143,-0.59432721,-0.69077636,-0.963415869,0.960281102,-1.803771472,-1.760412637,1.287617351,-0.450295678,0.609437021,1.63872146,0.689062599,2.628714713,-0.292651878,0.398982647,0.219802021,-0.007190125,-0.232276589,-0.379317954,0.496874925,0.345865294,0.254161127,0.079309358,-1.176210704,0.235389098,0.084192483,-0.0534915,-0.086436165,-0.179653916,0.397902635,0.207853687,-0.097217211,-0.232719882,-0.275819229,0.270397541,0.142710801,0.092813187,0.029070989,-0.534992518,0.519061688,0.123498429,0.051090313,-0.258342653,-0.435307776,0.391953007,0.036595925,-0.097675169,-0.106339333,-0.224534431,0.227648684,0.062875943,-0.007583258,-0.059827139,-0.22311423,1.070521428,0.152567538,-0.03065895,-0.419892382,-0.772537634,0.090887568,0.04477614,0.028265035,-0.030684554,-0.133244189,0.245020743,0.1105209,0.077551654,-0.120268054,-0.312825244,0.212372294,0.144672285,0.129478159,-0.03704463,-0.449478107,0.324211211,0.155001127,0.113051933,-0.03356458,-0.558699691,0.121400382,0.064628138,0.024753014,0.018187814,-0.228969348,-3.771438331,1,2,1,1,3,5,1
5307,-1.645119757,-1.155680638,-0.840636785,-0.676978135,1.956223612,-2.453143993,-1.82343385,0.554477618,-0.784656843,1.455518154,1.745038876,0.865823885,2.903385536,-0.100817681,0.405878944,0.220439756,0.075480433,-0.164763975,-0.537035158,0.422641264,0.326897694,0.309685331,0.227939309,-1.287163598,0.266118926,0.080939701,-0.014727936,-0.033639441,-0.298691251,0.617181506,0.373179915,-0.100544487,-0.443171623,-0.44664531,0.512820158,0.328386216,0.175072113,-0.066127616,-0.950150871,0.449654881,0.179486272,0.036928354,-0.215132285,-0.450937221,0.401962041,0.054084733,-0.086825739,-0.15309738,-0.216123655,0.630182424,0.042308673,-0.128883676,-0.248908054,-0.294699368,1.572638814,0.200759043,-0.206557042,-0.561045486,-1.005795328,0.291537841,0.008000392,-0.006464678,-0.028697717,-0.264375837,0.180126312,0.143613906,0.11111518,-0.102439258,-0.332416139,0.291153316,0.144609278,0.088782651,-0.215242384,-0.309302861,0.378624165,0.149022039,0.117472475,-0.028573761,-0.616544917,0.289522526,0.265057641,0.177596751,0.162050495,-0.894227413,0.220502352,1,2,2,2,2,4,1
5311,0.39314158,1.075525878,-0.621117318,-0.837920507,-0.436509039,-1.924302737,-0.058799245,-1.857884907,-1.14335798,0.245509354,0.848996785,-0.205686637,2.567099961,1.955304812,0.845063426,0.348471872,-0.228418717,-0.352547356,-0.612569225,0.237840752,0.164161579,0.152855686,0.097043492,-0.65190151,0.36154399,0.123348648,-0.021013258,-0.081652997,-0.382226383,0.868768707,0.678836919,-0.14187043,-0.560627913,-0.845107284,0.259196515,0.141549344,0.045355045,-0.031977386,-0.414123519,1.386441497,0.054899778,-0.147376483,-0.636516384,-0.657448408,0.186513984,-0.013328273,-0.038932101,-0.043003201,-0.091250408,0.29993033,0.102456544,-0.030831138,-0.079039759,-0.292515976,0.880459386,0.006033961,-0.174891472,-0.274908217,-0.436693658,0.345028163,0.129080869,0.018431073,-0.09009204,-0.402448064,0.179906392,0.073206431,0.04199308,-0.040441371,-0.254664534,0.339080181,0.075296847,0.047686908,-0.061687609,-0.400376327,0.254484411,0.105715277,0.003793352,-0.125680475,-0.238312565,0.179893871,0.122102454,0.066547182,0.060516835,-0.429060342,-5.837189621,1,2,2,1,3,4,1
5333,1.189118542,0.787646546,-0.545198766,0.870406857,0.813885429,0.538566325,-0.638879934,0.459653226,0.220783022,-1.074424749,-1.223189278,0.001884224,-0.905898211,-0.494353233,0.624749823,0.061257239,-0.1848012,-0.239280029,-0.261925834,0.226323098,0.166592035,0.14672108,-0.032410326,-0.507225886,0.177882641,0.099805905,0.043946861,-0.012532298,-0.309103108,0.520531981,-0.040884734,-0.1134616,-0.156603515,-0.209582132,0.110862041,0.055162409,0.051017475,0.044081398,-0.261123324,0.24239134,0.012056956,-0.003385699,-0.08557814,-0.165484457,0.100381634,0.012457859,-0.027590172,-0.028057989,-0.057191332,0.145943323,0.091628189,0.060925422,0.009172028,-0.307668963,0.095306505,0.013789166,0.006584285,-0.033772579,-0.081907378,0.062697711,0.037213194,0.006685758,-0.033523571,-0.073073091,0.078756899,0.010555704,0.002855471,-0.036084303,-0.05608377,0.179984635,0.106417078,0.089851618,0.079627758,-0.455881089,0.215415358,0.092787348,-0.016554842,-0.089678821,-0.201969043,0.157695161,0.010034727,-0.004166084,-0.005284761,-0.158279043,-7.350771035,1,2,2,1,3,5,1
5341,-2.375762542,-2.797127453,1.513315794,0.533633672,-1.160018025,-3.705954844,-3.395343043,-2.635567919,-2.870399352,1.223049513,2.409704144,4.217535916,5.066322521,3.976611618,0.900840954,0.713735926,0.123307625,-0.362266411,-1.375618094,0.798945178,0.679811399,0.673562112,0.55309639,-2.705415078,0.514123293,0.338039207,0.053967516,-0.154839196,-0.75129082,1.881603092,1.548196613,-0.593447623,-1.334854905,-1.501497178,0.826274785,0.76026774,0.420647654,-0.516575429,-1.49061475,2.518272083,1.227087771,0.196488916,-1.88294076,-2.05890801,0.534240614,0.03249092,-0.127443879,-0.131136896,-0.308150759,0.948056545,-0.041442442,-0.239144306,-0.310744385,-0.356725412,2.40759671,0.580537939,-0.580244906,-0.905522817,-1.502366927,0.901802317,0.077219953,-0.06829611,-0.140686945,-0.770039214,0.517093244,0.501161615,0.40398579,-0.039231032,-1.383009617,0.175464083,0.030536924,0.021473188,-0.100286705,-0.127187491,0.797808608,0.124807759,0.07598298,-0.278261301,-0.720338046,0.290173834,0.276823065,0.268026381,0.258335034,-1.093358314,1.316310984,1,2,1,1,1,4,1
5375,-0.659755311,1.786576381,-1.349067194,1.032078574,1.411519304,-1.256133516,0.413173568,-0.835616047,0.198671398,-0.485884083,0.211131463,0.190226479,-0.676458865,0.019537848,0.281672793,0.083510115,-0.038313514,-0.102406295,-0.224463099,0.232260706,0.201501288,0.183774881,-0.038918044,-0.578618831,0.24706641,0.116553299,0.008917806,-0.055297704,-0.317239812,0.93861891,0.219631031,-0.167035464,-0.455165343,-0.536049134,0.160834518,0.044074811,0.01448025,-0.017169378,-0.202220201,0.859616191,0.066911269,-0.095741801,-0.371551874,-0.459233784,0.116757368,0.050709347,-0.002654404,-0.024737791,-0.14007452,0.248638687,0.15415654,0.000489954,-0.052145854,-0.351139327,0.197419882,0.030506591,-0.006739703,-0.0939105,-0.127276269,0.088930896,0.049020819,0.008276227,-0.021766771,-0.12446117,0.253392217,0.077403901,0.005263114,-0.151748169,-0.184311063,0.328223626,0.106897799,0.092611502,0.050789301,-0.578522228,0.140378671,0.02940464,-0.012225045,-0.040968588,-0.116589678,0.074454254,0.041262798,0.02793507,0.027789138,-0.17144126,-5.923361182,1,3,2,2,3,9,1
5384,-1.529001896,-1.362711909,1.102172047,1.059206628,0.488317608,-2.63015667,-2.021569923,0.608402369,-0.219112406,0.130800305,1.085206931,0.195628291,2.169830866,0.922987758,0.570934591,0.391637904,0.133699535,-0.295182962,-0.801089068,0.39912092,0.31194804,0.307079724,0.2211326,-1.239281284,0.149778138,0.055956558,0.016814274,-0.02081251,-0.201736459,1.318589799,0.659607439,-0.302613458,-0.807219217,-0.868364563,0.574015763,0.393228758,0.188358959,-0.203572857,-0.952030623,1.016692778,0.300134421,-0.094876225,-0.535082219,-0.686868756,0.295078687,0.091343902,-0.068504437,-0.113931843,-0.203986309,0.483258395,0.006861173,-0.140044891,-0.169497423,-0.180577254,1.987579839,0.277196321,-0.307865894,-0.855177872,-1.101732394,0.296285595,0.037851681,-0.009908064,-0.050284589,-0.273944624,0.446869755,0.314188221,0.234465709,-0.207037293,-0.788486392,0.475252398,0.116007364,0.096186795,-0.272231443,-0.415215114,0.396341732,0.209986925,0.176817588,0.029258959,-0.812405205,0.313118291,0.275874254,0.140027134,0.13488452,-0.863904199,0.537365289,1,2,1,2,4,6,1
5398,-1.901318076,-3.305744676,2.362892083,-0.201094016,-0.963510605,-2.972946302,-3.193393549,-2.526060851,-2.537564255,2.206093569,3.960439269,2.780122482,3.37020465,2.921880275,1.171824457,0.926757569,-0.198307343,-0.474424104,-1.425850579,0.771930725,0.519467183,0.519007991,0.179485532,-1.989891431,0.55742999,0.335850314,-0.028233709,-0.293362533,-0.571684062,1.06868388,0.898077008,-0.282691744,-0.682542093,-1.001527051,0.815548011,0.624547265,0.151156366,-0.389441217,-1.201810424,2.869681055,1.041792121,0.302690514,-2.089462814,-2.124700876,0.807389555,-0.120534837,-0.156338697,-0.156637827,-0.373878194,1.086019263,-0.103017354,-0.264755064,-0.302637494,-0.415609351,2.430914966,0.600831408,-0.392908606,-0.901512324,-1.737325445,0.596430392,0.212052979,0.064272797,-0.053557174,-0.819198993,0.347456884,0.291360413,0.184811159,-0.017824141,-0.805804315,0.266659985,0.1443739,0.141613408,-0.120967913,-0.43167938,0.762582291,0.205982183,0.074010386,-0.281194383,-0.761380477,0.200738443,0.180362835,0.166457788,0.163157655,-0.710716721,-3.846643179,1,2,2,2,3,4,1
5402,1.608607386,-0.520280649,0.947441724,-1.042114705,0.158786537,1.444179335,-0.580680919,0.360579275,-0.492826709,-0.58126243,0.975374854,0.294283696,-0.735462847,-1.836624547,0.561171538,0.368352189,-0.135894608,-0.347052549,-0.44657657,0.318267984,0.268164553,0.24143097,-0.191765369,-0.636098139,0.151697132,0.078918987,-0.011453943,-0.033454266,-0.18570791,0.331301491,0.132408146,-0.092690748,-0.137538935,-0.233479954,0.163058841,0.054677811,0.045682361,0.024968151,-0.288387165,0.435587135,0.042032114,0.004037416,-0.211033598,-0.270623068,0.283303723,-0.041835219,-0.062769232,-0.063266318,-0.115432954,0.194402632,0.087945321,-0.014299009,-0.033464194,-0.23458475,0.422730621,0.164719855,0.114111751,-0.198159393,-0.503402833,0.128637317,0.065937387,-0.003124399,-0.040176385,-0.15127392,0.251767098,0.125824883,0.092168287,-0.17073034,-0.299029927,0.138675215,0.075539809,0.061124767,0.008836752,-0.284176542,0.295668326,0.138994574,0.028095542,-0.037966672,-0.42479177,0.094182709,0.017521177,-0.009256814,-0.010077128,-0.092369943,-6.924704603,1,3,2,2,4,8,1
5457,0.123843879,0.408936525,1.492634798,1.092128137,-0.151222596,-1.483530123,-1.030656738,0.189395925,-0.568623947,-0.592792686,1.863521886,-0.846960315,0.550852682,-1.047527428,0.90705175,0.167353086,-0.227115919,-0.347037427,-0.500251489,0.237708657,0.205089961,0.198462517,0.119277508,-0.760538642,0.228146334,0.097301851,-0.020914841,-0.052830992,-0.251702352,0.798852878,0.366376702,-0.124638214,-0.487851006,-0.55274036,0.163804681,0.092079155,0.050057504,-0.019571131,-0.28637021,1.390596855,0.049517336,-0.123860365,-0.629865001,-0.686388825,0.265079045,0.023654586,-0.070363755,-0.073111934,-0.145257941,0.297249319,0.147569206,0.021967366,-0.083836194,-0.382949697,0.762474481,0.080839958,0.00637352,-0.299937093,-0.549750865,0.169574138,0.077872077,0.01608257,-0.03944152,-0.224087265,0.113958682,0.044957744,0.014142748,-0.069218393,-0.103840781,0.388942962,0.098749842,0.0332282,-0.060448017,-0.460472988,0.198162285,0.044796161,0.018679056,-0.045280505,-0.216356996,0.147719606,0.108858034,0.065139701,0.063753104,-0.385470445,-5.613250406,1,2,2,1,4,4,1
5458,-1.550790484,-1.493153906,1.897162018,2.340376684,-0.38035874,-1.973839781,-3.072581079,-1.669602028,-1.74027163,2.047844912,1.529381459,0.843808644,2.85300647,0.36901746,0.6131282,0.350580295,0.143123465,-0.225093448,-0.881738513,0.583536742,0.471719746,0.456446095,0.336916672,-1.848619255,0.720390565,0.540777191,0.122164385,-0.202219993,-1.181112148,0.851829383,0.413923184,-0.159458947,-0.520341092,-0.585952529,0.758902886,0.554228589,0.290780455,-0.331954663,-1.271957268,1.666272906,0.438519075,0.07497002,-0.956508714,-1.223253286,0.370283035,0.028714874,-0.066417319,-0.073470722,-0.259109869,0.970193441,0.062735522,-0.256446826,-0.383087366,-0.393394771,1.345695709,0.364006342,-0.195147668,-0.585049955,-0.929504429,0.449017707,0.062445155,-0.042677272,-0.076475708,-0.392309882,0.477320627,0.3563292,0.327020649,-0.248913483,-0.911756992,0.366536588,0.108216101,0.04993059,-0.236378604,-0.288304674,0.435517094,0.193647485,0.089277763,-0.066416201,-0.652026141,0.266207535,0.229961164,0.20816298,0.158950595,-0.863282274,1.204336415,1,2,2,1,1,6,1
5459,-0.184859384,-0.372834096,0.49704581,0.575832095,1.215699398,-0.798917919,1.971519021,-0.31484999,1.331521946,0.017093428,-0.797940325,-0.36703172,-1.291641444,-1.480636818,0.260697797,0.064801558,-0.042601403,-0.089112629,-0.193785323,0.10232458,0.091009861,0.080423441,-0.035486921,-0.238270961,0.398045383,0.19713303,-0.056515875,-0.094669606,-0.443992932,0.582788446,0.024492453,-0.145620262,-0.190571348,-0.271089288,0.30174748,0.035853251,-0.00815068,-0.052242863,-0.277207187,0.393152939,0.007271389,-0.038771418,-0.175442986,-0.186209924,0.193974469,0.075136666,0.009812563,-0.003100277,-0.275823421,0.146304233,0.061381847,-0.007167696,-0.016406552,-0.184111831,0.298938732,0.117685417,0.057991875,-0.185850904,-0.28876512,0.365025949,0.169409796,0.069451798,-0.04604454,-0.557843001,0.096239948,0.01024787,0.005660799,-0.045527728,-0.066620889,0.266982544,0.112072486,0.104896714,0.068051535,-0.552003278,0.320778814,0.115493838,-0.033884869,-0.15895862,-0.243429162,0.084749916,0.033617464,0.007525085,0.007396818,-0.133289283,-7.035611302,1,2,2,1,3,5,1
5470,-0.257921126,0.597818411,1.356912542,-0.694214056,0.942885142,1.321045371,0.966957734,0.709804456,0.111834733,0.275129826,-0.856696068,-1.343367098,-1.15277906,-1.977410806,0.325634847,0.15707965,-0.127348495,-0.163205635,-0.192160367,0.136468831,0.130627096,0.117638066,-0.084806943,-0.29992705,0.187763539,0.053898206,-0.022089554,-0.034366404,-0.185205786,0.551033489,0.059717181,-0.150050175,-0.21281147,-0.247889024,0.11628624,0.006424839,-0.010683476,-0.014335068,-0.097692535,0.336939259,-0.00317293,-0.026983296,-0.135331976,-0.171451057,0.456859166,-0.05239244,-0.110726984,-0.113719714,-0.180020028,0.20107498,0.15802918,0.045915714,0.023406496,-0.428426369,0.349981227,0.041269319,0.026396995,-0.076260769,-0.341386771,0.052089643,0.028624815,0.011779371,-0.009739661,-0.082754169,0.140146381,0.026530668,0.011896794,-0.063579957,-0.114993886,0.185567205,0.094791055,0.083856541,0.041710205,-0.405925005,0.15210483,0.109703466,0.021550221,-0.035417178,-0.24794134,0.129438982,0.072648187,0.012750075,0.009090285,-0.223927529,-8.065833471,1,3,2,2,4,6,1
5486,0.119586822,1.450031189,-1.759870728,-0.976161822,2.083178206,-1.251202612,-1.372941278,0.644590174,-0.12241003,-0.833543831,1.139382517,-0.074950844,2.003732722,-1.049420485,0.283892269,0.041195122,-0.026626112,-0.115122296,-0.183338983,0.290917209,0.234763136,0.120862782,0.044864001,-0.691407129,0.180360386,0.024604236,-0.023399877,-0.030750937,-0.150813809,0.346993103,0.174342448,-0.00293223,-0.222947666,-0.295455655,0.10059156,0.02513585,0.004366941,-0.026837121,-0.103257229,0.206941703,0.031575339,0.006624281,-0.083301533,-0.161839789,0.14240457,0.011333054,-0.031864019,-0.040668725,-0.081204881,0.182029244,0.110995328,0.030815379,-0.018577265,-0.305262687,0.548636572,0.050440024,0.011940832,-0.224090493,-0.386926936,0.081979374,0.013753282,-0.00278047,-0.031208477,-0.061743709,0.368298216,0.150238589,0.079065045,-0.226685466,-0.370916383,0.17916653,0.102409949,0.067193374,-0.033754292,-0.315015562,0.235867066,0.042327865,0.021073207,-0.033241406,-0.266026731,0.083267721,0.051442268,0.005058197,0.000632386,-0.140400572,-4.055277746,1,2,2,1,3,6,1
5499,0.039886295,2.539596977,-0.722159615,1.516632204,1.671732601,-0.699168629,1.505669291,-0.319352411,-0.190502306,-0.975085736,0.104522789,-1.559219858,-1.133781267,-1.778770335,0.226399485,0.094969412,-0.043237082,-0.098943002,-0.179188814,0.118349223,0.108883766,0.093008708,-0.028273132,-0.291968564,0.26725554,0.096512006,-0.03097932,-0.038503463,-0.294284762,0.752767541,0.15771613,-0.17041238,-0.339623706,-0.400447585,0.126305776,0.04177176,0.034869755,0.019790479,-0.222737769,0.255182054,0.048364767,0.023623237,-0.124691687,-0.202478371,0.093870848,0.035494284,-0.027457513,-0.041607226,-0.060300393,0.173854134,0.091922717,0.020912422,-0.019056036,-0.267633237,0.181099428,0.021265135,-0.003884475,-0.078869509,-0.119610579,0.150643854,0.024639299,-0.014540555,-0.05878578,-0.101956817,0.080315792,0.015093516,0.000444842,-0.039660333,-0.056193817,0.197096294,0.10073943,0.048082711,0.014879926,-0.360798361,0.134343345,0.02214138,-0.017043063,-0.039095247,-0.100346414,0.155891301,0.069917553,-0.027222768,-0.029831879,-0.168754206,-6.339508911,1,3,2,1,3,6,1
5525,-1.16594015,-0.88201161,0.364616579,-0.482612411,2.666213873,-1.381605272,-1.350838349,0.611491945,-0.510042137,0.240096307,2.168108995,0.474254711,0.421759226,-1.173491707,0.38794253,0.095032426,-0.085620049,-0.130917915,-0.266436992,0.206047166,0.169938655,0.156497574,0.001382962,-0.533866357,0.214480807,0.081035096,0.011154497,-0.065737874,-0.240932526,0.62920539,0.233737138,-0.129036795,-0.348101081,-0.385804652,0.279461466,0.09329467,0.021035869,-0.069282744,-0.32450926,0.315038865,0.113069182,0.00965501,-0.170324512,-0.267438544,0.300209139,0.023596236,-0.070480354,-0.096557095,-0.156767926,0.316902072,0.064869336,-0.047630745,-0.102368957,-0.231771706,0.656937141,0.111090605,0.047381543,-0.264427908,-0.550981382,0.122912656,0.04930207,0.005440437,-0.048907811,-0.128747352,0.212559436,0.119879212,0.059491406,-0.168885076,-0.223044978,0.245991314,0.164632943,0.12602665,-0.081314367,-0.45533654,0.224610744,0.046615494,0.024936179,-0.004276571,-0.291885846,0.140455811,0.044513845,0.009782173,-0.001483621,-0.193268208,-4.625972336,1,2,2,1,1,4,1
5559,1.022661171,4.444932315,-1.349201983,-0.50050484,1.973230938,1.182367031,3.731342964,1.507125538,2.574320092,-2.150288276,-2.542287151,-3.001181027,-2.849446855,-4.043069917,0.177792221,-0.014781665,-0.051392827,-0.053494627,-0.058123103,0.076734073,0.067739047,0.007888794,-0.048606731,-0.103755183,0.152421297,0.041205324,0.013922987,0.012992927,-0.220542535,0.555246309,0.012137188,-0.14523513,-0.189510169,-0.232638199,0.064490972,0.000959464,-0.001574753,-0.001757454,-0.062118229,0.099164805,-0.011584758,-0.017970822,-0.024612497,-0.044996728,0.065889617,0.040249336,-0.000408251,-0.017039904,-0.088690798,0.125909104,0.117460187,0.106716953,0.087662183,-0.437748426,0.032513345,0.01889081,0.018741173,-0.014130732,-0.056014595,0.032860017,0.02030113,0.013186894,-0.019399285,-0.046948756,0.133398101,-0.011413733,-0.025181242,-0.043167218,-0.053635909,0.311553611,0.171451671,0.106926092,0.08694678,-0.676878154,0.119265884,0.050613553,-0.010317584,-0.054024531,-0.105537322,0.183886531,0.034364491,-0.046980672,-0.047824632,-0.123445717,-8.896842969,1,2,2,1,3,4,1
5605,-2.031458306,-1.934912378,0.290374952,-0.782331986,-0.11176713,-2.599807381,-2.400567885,-1.280236555,-1.823959074,2.480052897,1.194365442,2.867477875,4.533552348,1.59921718,0.312244741,0.235915315,0.148792179,-0.034889397,-0.662062839,0.582050224,0.385220003,0.379693795,0.228082238,-1.57504626,0.450327802,0.236623351,0.004758166,-0.18191371,-0.509795609,1.318626906,0.946818406,-0.264262548,-0.970130668,-1.031052096,0.479085396,0.429416782,0.258433942,-0.228619293,-0.938316827,1.075442714,0.618081272,-0.001219919,-0.713083768,-0.979220299,0.454688413,-0.002389067,-0.128880486,-0.143305431,-0.18011343,0.604089403,0.081346273,-0.138055753,-0.265522343,-0.281857579,1.571506773,0.342632351,-0.33029127,-0.631400658,-0.952447196,0.583643513,0.00368589,-0.106483682,-0.171219289,-0.309626431,0.503600259,0.477564985,0.368227387,-0.105887691,-1.243504941,0.245665454,0.135430368,0.083183995,-0.204427444,-0.259852373,0.46497015,0.067295116,0.025226748,-0.118898887,-0.438593128,0.17423363,0.167571437,0.140126524,0.134269517,-0.616201109,2.439748636,1,2,1,1,2,7,1
